InventoryId,Sum of BeginOnHand,Sum of EndOnHand,LowInvFlag,Sum of Purch_Agg.TotalPurchase$,Sum of Purch_Agg.TotalPurchaseQty,Sum of Sales_Agg.TotalSales$,Sum of Sales_Agg.TotalSalesQty,Purch_Agg.AvgPurchasePrice,Inventory Variance
14_BROMWICH_8838,2,11,0,1249.02,162,61.96,4,7.71,9
14_BROMWICH_8840,15,8,1,780.08,98,207.85,15,7.96,-7
14_BROMWICH_8847,8,41,0,1623.73,409,245.59,41,3.97,33
14_BROMWICH_8848,0,3,1,55.44,72,0,0,0.77,3
14_BROMWICH_8893,16,15,0,3195.36,252,832.51,49,12.68,-1
14_BROMWICH_8898,16,9,1,1016.82,54,259.9,10,18.83,-7
14_BROMWICH_8905,8,9,1,337.12,43,23.98,2,7.84,1
14_BROMWICH_8910,92,142,0,2087.47,2711,462.33,467,0.77,50
14_BROMWICH_892,3,7,1,299.88,12,0,0,24.99,4
14_BROMWICH_8921,2,6,1,274.8,24,75.96,4,11.45,4
14_BROMWICH_8922,8,4,1,707.4,131,119.85,15,5.4,-4
14_BROMWICH_8929,5,9,1,75.4,13,25.98,2,5.8,4
14_BROMWICH_8961,91,43,0,929.6,830,213.07,143,1.12,-48
14_BROMWICH_8962,3,14,0,332.16,24,39.98,2,13.84,11
14_BROMWICH_8970,21,16,0,759.05,95,69.93,7,7.99,-5
14_BROMWICH_8978,5,6,1,388.08,36,240.85,15,10.78,1
14_BROMWICH_8985,21,21,0,621.6,140,137.77,23,4.44,0
14_BROMWICH_903,16,9,1,883.13,47,242.91,9,18.79,-7
14_BROMWICH_9037,2,7,1,369.83,31,195.89,11,11.93,5
14_BROMWICH_904,12,5,1,293.28,24,35.98,2,12.22,-7
14_BROMWICH_9109,70,72,0,215.84,284,18.81,19,0.76,2
14_BROMWICH_9116,0,0,1,,,0,0,,0
14_BROMWICH_9129,7,7,1,138.24,36,19.96,4,3.84,0
14_BROMWICH_913,0,2,1,31.74,3,0,0,10.58,2
14_BROMWICH_9145,0,132,0,1732.5,2310,304.92,308,0.75,132
14_BROMWICH_9160,0,20,0,154.08,214,0,0,0.72,20
14_BROMWICH_921,0,7,1,345.24,12,0,0,28.77,7
14_BROMWICH_9360,8,4,1,35.99,1,0,0,35.99,-4
14_BROMWICH_9388,4,12,0,668.46,39,103.96,4,17.14,8
14_BROMWICH_945,6,4,1,612.9,30,111.96,4,20.43,-2
14_BROMWICH_966,8,15,0,985.15,61,148.93,7,16.15,7
14_BROMWICH_984,2,8,1,990.24,48,133.95,5,20.63,6
15_WANBORNE_100,3,7,1,721.74,6,159.99,1,120.29,4
15_WANBORNE_1001,204,1,1,513.6,120,1221.96,204,4.28,-203
15_WANBORNE_1003,0,17,0,2032.52,122,0,0,16.66,17
15_WANBORNE_10051,12,4,1,232.2,6,59.99,1,38.7,-8
15_WANBORNE_10058,26,55,0,4463.32,482,1755.65,131,9.26,29
15_WANBORNE_10062,19,14,0,651.24,108,323.64,36,6.03,-5
15_WANBORNE_10121,6,6,1,,,0,0,,0
15_WANBORNE_10163,0,9,1,110.4,12,0,0,9.2,9
15_WANBORNE_10164,9,7,1,125.4,12,47.97,3,10.45,-2
15_WANBORNE_1019,0,4,1,391.4,19,0,0,20.6,4
15_WANBORNE_10236,11,72,0,2194.61,281,202.7,14,7.81,61
15_WANBORNE_10238,18,12,0,255.84,24,207.87,13,10.66,-6
15_WANBORNE_10239,20,7,1,435.84,48,112.92,8,9.08,-13
15_WANBORNE_10254,32,48,0,1506.39,447,164.76,24,3.37,16
15_WANBORNE_10266,43,115,0,2644.08,276,508.7,30,9.58,72
15_WANBORNE_1028,0,14,0,268.37,47,0,0,5.71,14
15_WANBORNE_10296,8,13,0,671.37,69,172.89,11,9.73,5
15_WANBORNE_10298,20,8,1,464.53,103,109.89,11,4.51,-12
15_WANBORNE_10372,15,0,1,250.51,47,71.92,8,5.33,-15
15_WANBORNE_1038,0,6,1,590.76,36,0,0,16.41,6
15_WANBORNE_104,12,11,0,308.16,48,96.69,11,6.42,-1
15_WANBORNE_10414,0,6,1,189.36,24,0,0,7.89,6
15_WANBORNE_10415,0,10,1,309.6,36,0,0,8.6,10
15_WANBORNE_10420,12,27,0,1892.75,565,641.58,102,3.35,15
15_WANBORNE_10421,4,110,0,4301.1,729,1077.07,93,5.9,106
15_WANBORNE_10422,19,7,1,509.88,84,39.96,4,6.07,-12
15_WANBORNE_10440,0,9,1,216.72,12,0,0,18.06,9
15_WANBORNE_10441,13,9,1,394.2,36,18.99,1,10.95,-4
15_WANBORNE_10443,15,16,0,2275,350,475.66,34,6.5,1
15_WANBORNE_10451,19,24,0,2613.26,494,859.14,86,5.29,5
15_WANBORNE_10453,21,38,0,862.27,163,399.6,40,5.29,17
15_WANBORNE_10469,11,7,1,371.52,36,84.95,5,10.32,-4
15_WANBORNE_10470,10,14,0,273.6,24,54.97,3,11.4,4
15_WANBORNE_10472,26,49,0,4176.16,688,609.5,50,6.07,23
15_WANBORNE_10579,41,20,0,1165.12,176,498.57,43,6.62,-21
15_WANBORNE_10581,5,3,1,231.7,35,43.96,4,6.62,-2
15_WANBORNE_10596,19,4,1,1873.4,190,490.69,31,9.86,-15
15_WANBORNE_106,22,14,0,1142.4,336,417.57,93,3.4,-8
15_WANBORNE_10603,13,14,0,515.44,68,101.91,9,7.58,1
15_WANBORNE_10606,9,12,0,280.46,37,98.91,9,7.58,3
15_WANBORNE_10609,19,33,0,2830.24,361,236.81,19,7.84,14
15_WANBORNE_10623,4,3,1,,,0,0,,-1
15_WANBORNE_10624,7,7,1,,,0,0,,0
15_WANBORNE_10625,8,6,1,,,0,0,,-2
15_WANBORNE_10626,16,19,0,1114.44,148,318.71,29,7.53,3
15_WANBORNE_10666,0,15,0,2267.82,293,0,0,7.74,15
15_WANBORNE_10676,6,3,1,,,0,0,,-3
15_WANBORNE_10680,14,6,1,172.32,24,76.93,7,7.18,-8
15_WANBORNE_1069,0,60,0,1790.4,60,0,0,29.84,60
15_WANBORNE_1070,0,7,1,394.42,41,0,0,9.62,7
15_WANBORNE_1071,0,60,0,882,60,0,0,14.7,60
15_WANBORNE_10723,17,33,0,3540.2,571,369.7,30,6.2,16
15_WANBORNE_10727,39,79,0,2667.13,493,437.52,44,5.41,40
15_WANBORNE_1073,0,12,0,308.76,12,0,0,25.73,12
15_WANBORNE_1074,0,30,0,1199.7,30,0,0,39.99,30
15_WANBORNE_1076,0,3,1,234.84,309,0,0,0.76,3
15_WANBORNE_1078,0,32,0,820.68,84,0,0,9.77,32
15_WANBORNE_1084,0,14,0,474.3,18,0,0,26.35,14
15_WANBORNE_10874,8,15,0,1912.62,254,373.66,34,7.53,7
15_WANBORNE_10895,3,5,1,783.58,58,179.91,9,13.51,2
15_WANBORNE_1091,0,26,0,1202.88,28,0,0,42.96,26
15_WANBORNE_10916,16,17,0,112.68,12,85.94,6,9.39,1
15_WANBORNE_10927,1,11,0,926.37,141,79.92,8,6.57,10
15_WANBORNE_1094,2,7,1,1406.24,47,171.96,4,29.92,5
15_WANBORNE_1095,0,31,0,384.48,36,0,0,10.68,31
15_WANBORNE_10957,24,20,0,1829.88,299,484.48,52,6.12,-4
15_WANBORNE_11037,28,31,0,554.32,169,99.85,15,3.28,3
15_WANBORNE_1106,11,11,0,,,0,0,,0
15_WANBORNE_11067,13,13,0,296.64,36,27.94,2,8.24,0
15_WANBORNE_11080,19,27,0,946.66,143,536.41,59,6.62,8
15_WANBORNE_11089,6,18,0,569.38,83,64.74,6,6.86,12
15_WANBORNE_11141,16,18,0,1359.75,245,367.65,35,5.55,2
15_WANBORNE_11149,0,12,0,282.24,24,0,0,11.76,12
15_WANBORNE_11152,0,23,0,189.36,36,0,0,5.26,23
15_WANBORNE_11196,2,37,0,829.08,141,179.82,18,5.88,35
15_WANBORNE_11199,7,1,1,352.8,36,17.99,1,9.8,-6
15_WANBORNE_11207,5,14,0,372.24,36,0,0,10.34,9
15_WANBORNE_11213,13,7,1,3468.84,274,728.64,36,12.66,-6
15_WANBORNE_11214,24,7,1,3573.43,71,719.78,10,50.33,-17
15_WANBORNE_11219,50,279,0,15867.2,1880,3543.67,233,8.44,229
15_WANBORNE_11227,14,14,0,350.28,36,62.96,4,9.73,0
15_WANBORNE_11238,8,3,1,635.52,48,131.94,6,13.24,-5
15_WANBORNE_11240,0,12,0,114.96,12,0,0,9.58,12
15_WANBORNE_1125,0,6,1,570.15,35,0,0,16.29,6
15_WANBORNE_11285,2,1,1,,,0,0,,-1
15_WANBORNE_1130,0,4,1,921.36,24,0,0,38.39,4
15_WANBORNE_11310,9,45,0,1379.16,36,0,0,38.31,36
15_WANBORNE_1132,0,16,0,668.16,36,0,0,18.56,16
15_WANBORNE_11320,7,8,1,371.52,48,107.91,9,7.74,1
15_WANBORNE_1133,7,0,1,805.35,35,31.99,1,23.01,-7
15_WANBORNE_11333,6,8,1,220.8,24,0,0,9.2,2
15_WANBORNE_11336,0,12,0,71.4,12,0,0,5.95,12
15_WANBORNE_11337,11,3,1,,,29.99,1,,-8
15_WANBORNE_11340,10,12,0,110.4,12,13.99,1,9.2,2
15_WANBORNE_1135,6,18,0,1577.62,101,343.84,16,15.62,12
15_WANBORNE_11353,4,10,1,762,24,125.98,2,31.75,6
15_WANBORNE_11354,20,14,0,315.36,48,109.89,11,6.57,-6
15_WANBORNE_11367,8,11,0,218.52,36,38.96,4,6.07,3
15_WANBORNE_11414,26,24,0,427.06,131,82.88,12,3.26,-2
15_WANBORNE_11440,10,13,0,1261.32,138,179.88,12,9.14,3
15_WANBORNE_11441,6,8,1,383.6,35,305.82,18,10.96,2
15_WANBORNE_11449,12,14,0,1060.8,120,272.8,20,8.84,2
15_WANBORNE_11456,5,9,1,545.28,24,143.96,4,22.72,4
15_WANBORNE_11460,6,21,0,1621.2,60,41.99,1,27.02,15
15_WANBORNE_11480,24,32,0,120.72,12,0,0,10.06,8
15_WANBORNE_11488,9,17,0,1490.94,198,431.62,38,7.53,8
15_WANBORNE_1149,0,0,1,,,0,0,,0
15_WANBORNE_11499,3,12,0,656.64,36,30.99,1,18.24,9
15_WANBORNE_115,10,28,0,6133.19,287,979.65,35,21.37,18
15_WANBORNE_1150,0,0,1,,,0,0,,0
15_WANBORNE_1152,0,0,1,,,0,0,,0
15_WANBORNE_1157,0,0,1,,,0,0,,0
15_WANBORNE_1162,0,0,1,,,0,0,,0
15_WANBORNE_1163,0,0,1,,,0,0,,0
15_WANBORNE_11640,0,2,1,311.52,48,0,0,6.49,2
15_WANBORNE_11698,18,7,1,376.32,48,167.86,14,7.84,-11
15_WANBORNE_1174,3,17,0,2856.6,180,449.78,22,15.87,14
15_WANBORNE_11745,20,9,1,220.32,36,71.92,8,6.12,-11
15_WANBORNE_1178,22,23,0,1941.84,248,487.53,47,7.83,1
15_WANBORNE_1180,33,133,0,11488.53,879,2029.94,106,13.07,100
15_WANBORNE_11819,9,0,1,,,44.97,3,,-9
15_WANBORNE_11821,4,6,1,138.58,13,33.98,2,10.66,2
15_WANBORNE_11825,37,184,0,4333.8,930,806,100,4.66,147
15_WANBORNE_11826,89,193,0,6574.96,1393,1634.99,201,4.72,104
15_WANBORNE_11827,28,20,0,1461.32,307,393.52,48,4.76,-8
15_WANBORNE_11828,65,177,0,5502.42,1386,1188.05,145,3.97,112
15_WANBORNE_11854,11,10,1,301.68,36,120.9,10,8.38,-1
15_WANBORNE_11856,13,1,1,90.36,12,11.99,1,7.53,-12
15_WANBORNE_1186,5,9,1,1276.58,71,195.93,7,17.98,4
15_WANBORNE_11888,5,4,1,632.52,84,201.82,18,7.53,-1
15_WANBORNE_1189,0,8,1,393.6,10,0,0,39.36,8
15_WANBORNE_11891,0,6,1,238.38,6,0,0,39.73,6
15_WANBORNE_11915,4,16,0,940.8,48,449.85,15,19.6,12
15_WANBORNE_11926,5,5,1,289.8,36,179.85,15,8.05,0
15_WANBORNE_11932,11,1,1,,,0,0,,-10
15_WANBORNE_11957,15,21,0,1072.44,108,383.58,32,9.93,6
15_WANBORNE_11970,22,14,0,2983.77,387,572.65,35,7.71,-8
15_WANBORNE_120,0,3,1,250.56,24,0,0,10.44,3
15_WANBORNE_12024,9,4,1,161.84,14,33.98,2,11.56,-5
15_WANBORNE_12052,9,7,1,102.6,12,0,0,8.55,-2
15_WANBORNE_12069,11,8,1,906.1,170,50.94,6,5.33,-3
15_WANBORNE_12078,7,9,1,179.52,24,150.87,13,7.48,2
15_WANBORNE_12079,9,11,0,356.64,48,112.9,10,7.43,2
15_WANBORNE_12086,18,20,0,115.8,12,27.98,2,9.65,2
15_WANBORNE_12109,0,14,0,986.4,80,0,0,12.33,14
15_WANBORNE_12110,0,24,0,1703.35,163,0,0,10.45,24
15_WANBORNE_12111,9,10,1,1266.14,118,223.86,14,10.73,1
15_WANBORNE_12116,30,4,1,139.32,18,59.95,5,7.74,-26
15_WANBORNE_12123,4,19,0,829.02,246,199.98,32,3.37,15
15_WANBORNE_12140,10,10,1,425.52,72,89.91,9,5.91,0
15_WANBORNE_12147,24,60,0,1877.82,357,280.7,30,5.26,36
15_WANBORNE_12155,12,7,1,482.4,72,70.94,6,6.7,-5
15_WANBORNE_12181,0,7,1,1860.48,76,35.99,1,24.48,7
15_WANBORNE_12192,13,6,1,,,59.99,1,,-7
15_WANBORNE_1220,13,25,0,7223.7,330,1489.53,47,21.89,12
15_WANBORNE_12203,4,5,1,738.72,108,179.82,18,6.84,1
15_WANBORNE_12211,10,10,1,772.1,70,56.97,3,11.03,0
15_WANBORNE_12212,0,16,0,3682,350,0,0,10.52,16
15_WANBORNE_12213,16,22,0,2994.14,566,1008.76,124,5.29,6
15_WANBORNE_12216,23,43,0,2257.74,339,247.26,24,6.66,20
15_WANBORNE_12220,22,25,0,3507.2,640,1334.01,159,5.48,3
15_WANBORNE_12227,0,12,0,877.76,104,190.86,14,8.44,12
15_WANBORNE_12235,2,8,1,167.88,12,21.99,1,13.99,6
15_WANBORNE_1226,2,3,1,719.64,36,52.98,2,19.99,1
15_WANBORNE_1228,2,6,1,1464.96,21,209.98,2,69.76,4
15_WANBORNE_1231,36,50,0,13442.64,1418,1221.06,94,9.48,14
15_WANBORNE_12310,4,3,1,146.88,12,18.99,1,12.24,-1
15_WANBORNE_1232,43,122,0,17666.37,1109,3011.69,131,15.93,79
15_WANBORNE_1233,101,335,0,110465.35,4205,17383.17,483,26.27,234
15_WANBORNE_12339,0,11,0,114.96,12,0,0,9.58,11
15_WANBORNE_12343,5,6,1,749.06,67,195.9,10,11.18,1
15_WANBORNE_12368,15,8,1,992.6,140,23.98,2,7.09,-7
15_WANBORNE_1237,41,19,0,4262.58,126,844.83,17,33.83,-22
15_WANBORNE_12374,5,4,1,,,0,0,,-1
15_WANBORNE_1238,93,25,0,427.2,120,54.89,11,3.56,-68
15_WANBORNE_12387,10,6,1,,,15.99,1,,-4
15_WANBORNE_1239,9,10,1,3319.17,83,458.91,9,39.99,1
15_WANBORNE_1240,0,10,1,449.82,18,0,0,24.99,10
15_WANBORNE_1244,0,0,1,1956.87,153,0,0,12.79,0
15_WANBORNE_12450,21,14,0,182.7,35,44.95,5,5.22,-7
15_WANBORNE_12465,1,7,1,603.68,98,218.85,15,6.16,6
15_WANBORNE_12473,3,9,1,423.47,53,71.94,6,7.99,6
15_WANBORNE_12477,0,8,1,153.96,12,0,0,12.83,8
15_WANBORNE_12478,15,2,1,1008.32,92,113.94,6,10.96,-13
15_WANBORNE_12479,28,19,0,952.8,120,206.86,14,7.94,-9
15_WANBORNE_1249,0,16,0,1744.08,86,0,0,20.28,16
15_WANBORNE_12495,32,16,0,503.28,108,146.82,18,4.66,-16
15_WANBORNE_12505,21,16,0,295.68,48,49.95,5,6.16,-5
15_WANBORNE_12520,7,9,1,1250.8,265,335.58,42,4.72,2
15_WANBORNE_1258,5,17,0,1975.48,116,252.89,11,17.03,12
15_WANBORNE_12586,24,41,0,472.36,98,182.79,21,4.82,17
15_WANBORNE_1259,4,14,0,526.25,25,27.99,1,21.05,10
15_WANBORNE_12593,5,2,1,111.66,6,29.99,1,18.61,-3
15_WANBORNE_126,104,787,0,75847.24,3766,4966.43,157,20.14,683
15_WANBORNE_12646,6,5,1,,,0,0,,-1
15_WANBORNE_12650,0,7,1,110.4,12,0,0,9.2,7
15_WANBORNE_12663,0,5,1,642.6,119,127.84,16,5.4,5
15_WANBORNE_12666,19,7,1,227.8,34,223.78,22,6.7,-12
15_WANBORNE_12685,14,3,1,284.92,34,134.91,9,8.38,-11
15_WANBORNE_1269,10,56,0,6440.07,337,458.83,17,19.11,46
15_WANBORNE_12697,0,0,1,2111.09,271,0,0,7.79,0
15_WANBORNE_1271,7,7,1,1353.24,36,349.93,7,37.59,0
15_WANBORNE_1273,11,2,1,2110.29,91,205.93,7,23.19,-9
15_WANBORNE_1274,0,0,1,,,0,0,,0
15_WANBORNE_12747,15,15,0,672.4,205,275.46,44,3.28,0
15_WANBORNE_12771,0,34,0,5080.88,602,856.37,63,8.44,34
15_WANBORNE_12772,10,12,0,552,60,125.91,9,9.2,2
15_WANBORNE_12773,5,17,0,809.19,81,119.92,8,9.99,12
15_WANBORNE_12775,15,26,0,1897.2,279,449.55,45,6.8,11
15_WANBORNE_1278,21,43,0,5555.68,208,735.79,21,26.71,22
15_WANBORNE_1281,4,37,0,2159.67,193,374.75,25,11.19,33
15_WANBORNE_1282,2,9,1,1009.8,54,109.96,4,18.7,7
15_WANBORNE_12901,6,5,1,555.33,107,134.85,15,5.19,-1
15_WANBORNE_12924,9,10,1,398.36,46,25.98,2,8.66,1
15_WANBORNE_12943,27,18,0,869.4,189,229.77,23,4.6,-9
15_WANBORNE_12944,5,13,0,408,60,169.83,17,6.8,8
15_WANBORNE_12945,5,13,0,567,84,79.92,8,6.75,8
15_WANBORNE_12946,9,14,0,236.52,36,49.95,5,6.57,5
15_WANBORNE_12951,2,5,1,234.5,35,142.87,13,6.7,3
15_WANBORNE_1296,2,5,1,267.8,13,26.99,1,20.6,3
15_WANBORNE_1297,0,2,1,904.71,569,0,0,1.59,2
15_WANBORNE_12994,16,62,0,1452.48,178,221.82,18,8.16,46
15_WANBORNE_13052,24,18,0,804.09,147,93.9,10,5.47,-6
15_WANBORNE_13081,4,5,1,708.75,35,123.96,4,20.25,1
15_WANBORNE_1309,0,24,0,2399.76,54,0,0,44.44,24
15_WANBORNE_13097,12,11,0,287.52,48,29.97,3,5.99,-1
15_WANBORNE_13141,13,13,0,1141.62,159,316.72,28,7.18,0
15_WANBORNE_13143,0,11,0,729.17,71,0,0,10.27,11
15_WANBORNE_13154,8,23,0,373.92,48,128.9,10,7.79,15
15_WANBORNE_13163,22,198,0,2631.07,481,225.76,24,5.47,176
15_WANBORNE_13225,5,3,1,652.8,48,247.89,11,13.6,-2
15_WANBORNE_1323,9,10,1,1997.73,147,236.88,12,13.59,1
15_WANBORNE_13258,7,15,0,752.84,116,107.91,9,6.49,8
15_WANBORNE_13278,5,6,1,357.48,18,29.99,1,19.86,1
15_WANBORNE_13303,23,12,0,1245.44,139,419.7,30,8.96,-11
15_WANBORNE_13338,0,0,1,1763.37,189,0,0,9.33,0
15_WANBORNE_13341,0,8,1,158.88,12,0,0,13.24,8
15_WANBORNE_1336,0,19,0,699.12,36,0,0,19.42,19
15_WANBORNE_13397,5,14,0,1314.24,96,289.87,13,13.69,9
15_WANBORNE_13422,23,12,0,754.65,117,151.86,14,6.45,-11
15_WANBORNE_13430,13,130,0,4532.97,767,1869.35,165,5.91,117
15_WANBORNE_13443,0,8,1,115.8,12,0,0,9.65,8
15_WANBORNE_13445,2,13,0,347.04,48,59.95,5,7.23,11
15_WANBORNE_1345,13,20,0,6486.6,228,934.76,24,28.45,7
15_WANBORNE_13454,4,3,1,408,24,124.95,5,17,-1
15_WANBORNE_13458,20,10,1,814.64,136,95.91,9,5.99,-10
15_WANBORNE_1346,24,112,0,13665.3,606,2341.23,77,22.55,88
15_WANBORNE_13461,12,7,1,393.96,67,136.87,13,5.88,-5
15_WANBORNE_1347,13,30,0,937.2,30,159.96,4,31.24,17
15_WANBORNE_1348,12,17,0,2143.04,181,471.72,28,11.84,5
15_WANBORNE_13487,11,3,1,147.84,12,161.91,9,12.32,-8
15_WANBORNE_13489,11,2,1,744.14,58,246.87,13,12.83,-9
15_WANBORNE_13491,0,12,0,473.2,65,0,0,7.28,12
15_WANBORNE_13492,0,9,1,525.6,90,0,0,5.84,9
15_WANBORNE_13497,14,9,1,625.6,92,107.91,9,6.8,-5
15_WANBORNE_13498,14,5,1,384.29,83,209.74,26,4.63,-9
15_WANBORNE_13505,6,9,1,278.4,48,49.95,5,5.8,3
15_WANBORNE_1355,54,68,0,916.86,354,132.62,38,2.59,14
15_WANBORNE_13567,0,12,0,447.84,48,0,0,9.33,12
15_WANBORNE_1358,8,11,0,5570.5,130,805.87,13,42.85,3
15_WANBORNE_1359,3,16,0,1683.99,77,307.89,11,21.87,13
15_WANBORNE_13595,3,4,1,558.96,17,101.98,2,32.88,1
15_WANBORNE_13603,6,4,1,325.92,28,89.95,5,11.64,-2
15_WANBORNE_13605,3,8,1,142.92,12,0,0,11.91,5
15_WANBORNE_1361,5,5,1,,,0,0,,0
15_WANBORNE_13614,9,18,0,548.96,47,153.92,8,11.68,9
15_WANBORNE_13618,2,7,1,369.6,30,251.86,14,12.32,5
15_WANBORNE_13636,7,17,0,501.6,48,37.98,2,10.45,10
15_WANBORNE_13638,2,18,0,1852.48,224,239.81,19,8.27,16
15_WANBORNE_1365,31,96,0,968,160,167.79,21,6.05,65
15_WANBORNE_1366,79,85,0,544.05,585,79.98,62,0.93,6
15_WANBORNE_13661,23,34,0,2391.66,206,125.94,6,11.61,11
15_WANBORNE_13662,5,74,0,2282.06,242,84.95,5,9.43,69
15_WANBORNE_13665,7,184,0,7526.4,840,1571.79,121,8.96,177
15_WANBORNE_13694,10,7,1,529.2,49,127.92,8,10.8,-3
15_WANBORNE_13695,14,11,0,579.04,94,239.75,25,6.16,-3
15_WANBORNE_13696,3,3,1,175.6,40,19.47,3,4.39,0
15_WANBORNE_13708,5,8,1,2062.06,182,503.74,26,11.33,3
15_WANBORNE_13711,9,5,1,185.4,36,107.87,13,5.15,-4
15_WANBORNE_13718,5,4,1,43.68,6,10.99,1,7.28,-1
15_WANBORNE_13723,6,10,1,1433.44,124,438.75,25,11.56,4
15_WANBORNE_1373,17,51,0,3139.08,303,825.93,57,10.36,34
15_WANBORNE_1375,23,47,0,7406,644,1508.96,104,11.5,24
15_WANBORNE_1376,209,226,0,41360.31,2539,7298.92,308,16.29,17
15_WANBORNE_13766,12,7,1,566.49,69,64.95,5,8.21,-5
15_WANBORNE_1377,0,18,0,2091.71,109,0,0,19.19,18
15_WANBORNE_13779,0,2,1,77.88,12,0,0,6.49,2
15_WANBORNE_1378,22,65,0,4863.96,687,835.12,88,7.08,43
15_WANBORNE_1379,20,25,0,3046.47,267,393.23,27,11.41,5
15_WANBORNE_13792,8,10,1,369.6,60,183.8,20,6.16,2
15_WANBORNE_1380,11,27,0,5516.1,162,816.83,17,34.05,16
15_WANBORNE_13807,15,21,0,1767.15,297,494.45,55,5.95,6
15_WANBORNE_1382,4,10,1,2341.92,82,363.91,9,28.56,6
15_WANBORNE_13836,4,3,1,64.38,6,35.98,2,10.73,-1
15_WANBORNE_1384,22,61,0,9351.42,494,1430.47,53,18.93,39
15_WANBORNE_1385,27,70,0,20613.6,1008,4108.5,150,20.45,43
15_WANBORNE_13854,9,9,1,372.24,36,50.97,3,10.34,0
15_WANBORNE_1386,1,5,1,1196.38,82,245.88,12,14.59,4
15_WANBORNE_1388,0,54,0,3901.66,203,562.78,22,19.22,54
15_WANBORNE_1389,1,136,0,1292.74,593,176.41,59,2.18,135
15_WANBORNE_13895,10,14,0,246.48,24,0,0,10.27,4
15_WANBORNE_13899,13,8,1,125.4,12,17.99,1,10.45,-5
15_WANBORNE_13931,12,7,1,363.87,39,84.95,5,9.33,-5
15_WANBORNE_1394,6,17,0,2333.12,184,384.27,23,12.68,11
15_WANBORNE_13940,1,18,0,3249.95,311,653.66,34,10.45,17
15_WANBORNE_1395,15,19,0,1711.08,291,340.59,41,5.88,4
15_WANBORNE_13956,10,10,1,280.44,36,25.98,2,7.79,0
15_WANBORNE_13958,9,12,0,330.28,46,71.94,6,7.18,3
15_WANBORNE_1396,24,32,0,5157.36,494,1233.17,83,10.44,8
15_WANBORNE_13963,33,13,0,668.25,99,74.95,5,6.75,-20
15_WANBORNE_13967,10,7,1,206.4,24,38.97,3,8.6,-3
15_WANBORNE_13968,17,28,0,1148.06,137,323.76,24,8.38,11
15_WANBORNE_1397,42,55,0,1592.48,148,374.24,26,10.76,13
15_WANBORNE_13978,0,8,1,285.6,12,0,0,23.8,8
15_WANBORNE_13979,6,4,1,686.1,30,34.99,1,22.87,-2
15_WANBORNE_1398,0,0,1,1704.78,42,341.94,6,40.59,0
15_WANBORNE_13991,9,8,1,459.9,70,49.95,5,6.57,-1
15_WANBORNE_13994,12,4,1,69.6,12,11.99,1,5.8,-8
15_WANBORNE_14004,17,7,1,320.4,36,38.97,3,8.9,-10
15_WANBORNE_14006,91,192,0,12027.84,2211,2987.01,299,5.44,101
15_WANBORNE_14008,15,12,0,1741.5,215,317.76,24,8.1,-3
15_WANBORNE_14054,11,18,0,995.48,164,125.86,14,6.07,7
15_WANBORNE_14078,2,11,0,2441.25,217,651.66,34,11.25,9
15_WANBORNE_14129,19,31,0,2235.72,372,426.17,47,6.01,12
15_WANBORNE_1415,0,19,0,1859.81,179,279.79,21,10.39,19
15_WANBORNE_14184,13,12,0,627.84,72,152.89,11,8.72,-1
15_WANBORNE_14191,13,14,0,815.36,112,83.93,7,7.28,1
15_WANBORNE_14217,8,7,1,,,0,0,,-1
15_WANBORNE_1424,0,21,0,2606.61,269,402.69,31,9.69,21
15_WANBORNE_14240,16,14,0,1291.76,241,93.9,10,5.36,-2
15_WANBORNE_1425,5,2,1,248.76,12,0,0,20.73,-3
15_WANBORNE_14250,24,13,0,390.58,59,211.8,20,6.62,-11
15_WANBORNE_14279,1,8,1,965.7,185,326.63,37,5.22,7
15_WANBORNE_14280,10,11,0,233.12,47,87.9,10,4.96,1
15_WANBORNE_14289,0,12,0,159.96,12,0,0,13.33,12
15_WANBORNE_14300,8,4,1,356.64,48,59.95,5,7.43,-4
15_WANBORNE_14329,8,7,1,309.6,36,85.94,6,8.6,-1
15_WANBORNE_14342,64,72,0,2553,555,511.39,61,4.6,8
15_WANBORNE_14363,5,12,0,770.07,57,192.91,9,13.51,7
15_WANBORNE_14381,6,11,0,378.72,36,63.96,4,10.52,5
15_WANBORNE_14382,12,11,0,254.16,24,0,0,10.59,-1
15_WANBORNE_14383,14,12,0,371.52,36,79.95,5,10.32,-2
15_WANBORNE_14386,17,6,1,71.88,12,35.96,4,5.99,-11
15_WANBORNE_14393,11,112,0,5031,774,467.61,39,6.5,101
15_WANBORNE_14416,26,13,0,418.3,47,368.77,23,8.9,-13
15_WANBORNE_14433,6,13,0,591.6,102,189.82,18,5.8,7
15_WANBORNE_14439,18,19,0,420.66,123,132.09,21,3.42,1
15_WANBORNE_14457,10,4,1,371.52,48,41.97,3,7.74,-6
15_WANBORNE_14475,17,14,0,538.74,82,154.85,15,6.57,-3
15_WANBORNE_14539,21,25,0,824.92,82,509.66,34,10.06,4
15_WANBORNE_14622,21,166,0,7057.9,815,397.72,28,8.66,145
15_WANBORNE_14623,7,5,1,637.84,136,41.94,6,4.69,-2
15_WANBORNE_14624,10,7,1,159.95,35,55.92,8,4.57,-3
15_WANBORNE_14631,0,12,0,571.92,24,0,0,23.83,12
15_WANBORNE_14632,5,12,0,433.44,12,60.99,1,36.12,7
